"REF_DATE","GEO","DGUID","Prices","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","6533.7","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","6992.6","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","7355.7","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","7634.1","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","8206.3","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","8843.9","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","9580.4","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","10366.7","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","11216.0","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","11004.3","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","11222.8","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","11585.6","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","11743.2","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","11741.0","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","12288.4","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","13053.6","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","13734.7","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","14549.8","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","15412.1","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","15907.8","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","16375.2","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","16459.1","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","18264.6","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","19516.6","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288370","10.1.127","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","6326.0","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","6499.3","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","6757.3","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","7243.8","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","7491.8","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","7839.0","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","7893.8","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","8202.5","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","9239.8","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","9726.4","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","9951.7","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","9732.0","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","9525.0","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","9970.2","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","10516.6","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","10983.5","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","11932.4","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","12910.6","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","13836.8","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","14124.1","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","15589.2","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","16349.4","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","17178.7","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","15298.6","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","16684.3","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","19628.0","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288372","10.1.141","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","3680.1","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","3862.2","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","3895.5","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","4108.3","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","4188.7","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","4753.9","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","5495.4","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","5971.3","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","6498.2","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","6810.4","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","6900.8","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","7067.9","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","6765.6","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","6782.4","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","6998.0","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","7111.3","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","7104.5","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","7412.4","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","7341.8","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","7818.4","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","8262.4","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","8611.9","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","9255.5","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","9048.7","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","10319.3","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","11150.6","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288373","10.1.158","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","6530.1","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","6289.2","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","6575.9","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","7028.1","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","7057.8","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","7055.1","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","7729.5","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","8468.3","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","8896.7","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","9945.2","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","10659.5","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","10669.4","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","10382.3","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","11443.5","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","11885.9","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","11309.3","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","11963.1","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","12932.5","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","13500.6","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","14115.9","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","14886.6","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","15482.3","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","16004.3","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","16711.0","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","18940.0","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","19436.3","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288387","10.1.172","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","17658.9","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","18279.4","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","19102.9","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","19642.4","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","20555.4","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","21830.6","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","22789.9","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","23952.1","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","25349.5","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","27170.9","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","29127.1","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","30032.2","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","32149.4","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","33570.1","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","35010.0","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","36586.6","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","38322.9","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","40163.8","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","42209.6","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","44669.7","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","46665.1","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","48624.6","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","52497.5","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","56114.7","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","58806.4","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","63547.5","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288396","10.1.181","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","4802.8","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","5354.1","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","5344.8","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","5931.8","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","6287.3","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","6464.0","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","6811.0","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","7391.6","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","7941.8","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","8799.8","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","10041.4","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","10512.2","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","9933.0","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","10277.3","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","11127.0","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","11893.1","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","12606.4","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","13628.7","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","14814.8","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","15613.0","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","16945.7","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","18182.7","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","19770.3","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","21053.7","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","24843.7","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","29023.1","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288406","10.1.191","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","5925.0","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","6257.7","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","6408.1","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","6637.2","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","7004.1","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","7334.4","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","7589.7","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","7932.2","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","8153.2","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","9081.7","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","9582.0","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","10184.1","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","10649.3","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","10904.4","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","11124.0","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","11374.4","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","11777.5","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","11705.4","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","12474.7","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","12911.8","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","13205.0","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","13918.2","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","14697.3","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","15488.4","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","16214.2","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","17213.9","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Educational services [61]","Dollars","81","millions","6","v1793288430","10.1.215","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","7063.1","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","7530.3","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","7823.4","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","8550.6","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","9044.3","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","9720.8","","","","1"
