"REF_DATE","GEO","DGUID","Prices","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","15378.7","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","15538.1","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","16371.7","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","17983.0","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","17991.8","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","18213.5","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","18617.2","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","22764.5","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","23362.5","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","24109.0","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","24836.1","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","25657.4","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","27292.2","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","28148.9","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","28867.9","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","30355.6","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","31627.7","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","33171.7","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","33593.8","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","35386.7","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","36509.3","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","37788.8","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","39179.9","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","40516.7","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","42015.9","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","43656.1","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","45323.7","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","46665.1","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","47796.5","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","49697.1","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","51585.8","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","54079.2","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","54782.6","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","56495.2","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Real estate and rental and leasing [53]","Dollars","81","millions","6","v1793288643","10.2.181","58103.1","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","7585.7","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","8298.3","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","8307.6","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","8935.7","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","9162.8","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","9310.3","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","9639.0","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","10071.7","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","10555.8","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","11377.2","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","12473.2","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","12568.6","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","11838.0","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","11841.7","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","12542.4","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","13039.2","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","13695.4","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","14708.5","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","15488.9","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","15984.8","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","16945.7","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","18032.3","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","19141.7","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","19533.1","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","22494.5","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","25185.5","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","26681.3","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Professional, scientific and technical services [54]","Dollars","81","millions","6","v1793288653","10.2.191","27038.7","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","8977.8","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","9269.9","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","9396.3","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","9374.6","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","9473.7","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","9719.7","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","9804.6","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","9894.6","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","10014.3","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","10552.9","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","11179.4","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","11588.5","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","11781.5","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","11988.9","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","12034.8","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","12433.1","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","12714.3","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","12443.1","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","12953.6","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","13074.6","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","13205.0","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","13909.1","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","14423.8","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","14523.1","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","14958.1","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","15344.9","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","15822.6","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Educational services [61]","Dollars","81","millions","6","v1793288677","10.2.215","16308.8","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","12954.1","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","13647.3","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","13897.7","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","14448.5","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","14557.7","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","15222.5","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","15481.1","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","15129.4","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","15318.1","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","16046.3","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","15915.1","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","16268.7","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","16556.8","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","16827.4","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","17022.1","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","17499.4","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","17382.3","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","17754.8","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","18030.2","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","18397.9","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","18790.9","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","19573.2","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","20293.4","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","20704.8","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","22519.7","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","23310.5","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","24782.3","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288682","10.2.220","25862.1","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","5928.6","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","5892.8","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","5841.6","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6012.8","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6159.6","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","5980.1","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6011.3","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6267.8","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6380.5","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6534.6","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6728.2","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6674.2","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6535.5","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6645.2","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6594.5","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6642.4","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6831.7","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","7276.9","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","7508.0","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","8155.7","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","8355.5","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","8729.1","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","9153.6","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","6288.5","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","7841.2","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","9686.6","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","9965.5","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288693","10.2.231","9889.3","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","10074.2","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","10031.0","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","10369.5","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","10616.1","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","10937.6","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","11293.3","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","11168.7","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","11281.6","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","11249.8","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","11949.0","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","12152.5","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","12946.6","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","13865.2","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","14267.7","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","14551.1","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","14218.4","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","14358.9","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","14191.4","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","14236.3","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","14487.1","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","14740.8","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","15268.7","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","15684.1","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","15180.7","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","16256.1","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","17020.5","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","17786.1","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Public administration [91]","Dollars","81","millions","6","v1793288703","10.2.241","18546.0","","","","1"


